,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
2268,Hyundai,ASTA 1.2,159000,2010,Delhi,Petrol,60478,Manual,2,3108
2269,Tata,XZ 2.0L,1240000,2019,Delhi,Diesel,52072,Manual,1,23602
2270,Hyundai,SPORTZ,240000,2016,Delhi,Petrol,48144,Manual,1,4692
2271,Volkswagen,COMFORTLINE 1.2L PETROL,292000,2013,Delhi,Petrol,79284,Manual,1,5709
2272,Tata,XZ PETROL,390000,2018,Delhi,CNG,89536,Manual,2,7625
2273,Maruti,LDI,322000,2015,Delhi,Diesel,72432,Manual,2,6295
2274,Renault,RXT 1.0 (O),282000,2017,Delhi,Petrol,54827,Manual,1,5513
2275,Maruti,VXI,591000,2020,Delhi,Petrol,58815,Manual,1,11554
2276,Renault,CLIMBER 1.0 AMT,316000,2018,Delhi,Petrol,65927,Automatic,1,6178
2277,Toyota,2.8 ZX AT 7 STR,2010000,2019,Delhi,Diesel,22655,Automatic,1,38258
2278,Hyundai,EX 1.5 DIESEL,1039000,2020,Delhi,Diesel,92108,Manual,1,19776
2279,Renault,RXL,266000,2018,Delhi,Petrol,51446,Manual,2,5200
2280,Honda,1.5L I-VTEC SV,709000,2019,Delhi,Petrol,47815,Manual,2,13861
2281,Maruti,DELTA PETROL 1.2,485000,2018,Delhi,Petrol,51413,Manual,2,9482
2282,Tata,XM PETROL,589000,2018,Delhi,CNG,90910,Manual,1,11515
2283,Maruti,VXI AMT,527000,2018,Delhi,CNG,95034,Automatic,2,10303
2284,Renault,RXL,296000,2019,Delhi,Petrol,32860,Manual,2,5787
2285,Renault,RXT 1.0 EASY-R  AT,305000,2017,Delhi,Petrol,67227,Automatic,1,5963
2286,Maruti,LXI,548000,2017,Delhi,CNG,32825,Manual,1,10714
2287,Hyundai,FLUIDIC 1.6 VTVT EX,315000,2011,Delhi,Petrol,63090,Manual,1,6158
2288,Renault,RXL MT,527000,2019,Delhi,CNG,58595,Manual,1,10303
2289,Honda,1.2L I-VTEC E,557000,2019,Delhi,Petrol,21461,Manual,1,10889
2290,Tata,XZ PETROL,394000,2017,Delhi,Petrol,58132,Manual,1,7703
2291,Nissan,XE,558000,2021,Delhi,Petrol,22682,Manual,1,10909
2292,Honda,1.5L I-VTEC V MT,680000,2017,Delhi,Petrol,48188,Manual,1,13294
2293,Maruti,DELTA 1.3 DDIS SHVS,534000,2017,Delhi,Diesel,58486,Manual,1,10440
2294,Maruti,LDI,271000,2014,Delhi,Diesel,114982,Manual,2,5298
2295,Volkswagen,COMFORTLINE 1.2L PETROL,286000,2013,Delhi,Petrol,63360,Manual,3,5591
2296,Maruti,LXI,159000,2011,Delhi,Petrol,27348,Manual,2,3108
2297,Maruti,LXI CNG,414000,2018,Delhi,CNG,26855,Manual,1,8094
2298,Tata,XT PETROL,425000,2017,Delhi,Petrol,28382,Manual,2,8309
2299,Renault,RXT,508000,2019,Delhi,Petrol,43029,Manual,1,9931
2300,Maruti,LXI CNG,367000,2016,Delhi,CNG,27262,Manual,2,7175
2301,Maruti,VXI,336000,2014,Delhi,Petrol,69859,Manual,1,6569
2302,Honda,1.5L I-VTEC S MT,329000,2012,Delhi,Petrol,83788,Manual,1,6432
2303,Maruti,LXI,258600,2017,Delhi,Petrol,58645,Manual,2,5056
2304,Maruti,VXI,440000,2016,Delhi,Petrol,12527,Manual,1,8602
2305,Honda,1.2L I-VTEC E,343000,2015,Delhi,Petrol,77878,Manual,1,6706
2306,Renault,CLIMBER 1.0,309000,2018,Delhi,Petrol,50247,Manual,2,6041
2307,Maruti,LXI CNG,211000,2014,Delhi,CNG,123091,Manual,1,4125
2308,Honda,V MT PETROL,787000,2018,Delhi,Petrol,35722,Manual,1,15386
2309,Maruti,VXI,184000,2011,Delhi,Petrol,84505,Manual,1,3597
2310,Maruti,VXI CNG,610000,2014,Delhi,CNG,110646,Manual,1,11926
2311,Hyundai,MAGNA 1.1,297000,2016,Delhi,Petrol,61347,Manual,2,5806
2312,Hyundai,GL PLUS,254000,2014,Delhi,Petrol,11549,Manual,1,4966
2313,Maruti,LXI,198000,2013,Delhi,Petrol,30432,Manual,1,3871
2314,Tata,XZ PETROL,434000,2018,Delhi,Petrol,78474,Manual,1,8485
2315,Honda,1.2 i-VTEC VX MT,663000,2019,Delhi,Petrol,38273,Manual,2,12962
2316,Maruti,LXI 1.0,575000,2023,Delhi,Petrol,1155,Manual,1,11241
2317,Maruti,VXI,355000,2017,Delhi,Petrol,42002,Manual,1,6940
2318,Maruti,ZXI+,603000,2016,Delhi,Petrol,24103,Manual,1,11789
2319,Hyundai,MAGNA 1.2,199000,2011,Delhi,CNG,89963,Manual,1,3890
2320,Renault,RXL 1.0,293000,2017,Delhi,Petrol,22822,Manual,1,5728
2321,Hyundai,ASTA 1.1 CRDI,304000,2014,Delhi,Diesel,71374,Manual,2,5943
2322,Maruti,DELTA DIESEL 1.3,563000,2018,Delhi,Diesel,74648,Manual,2,11007
2323,Maruti,LXI,255000,2015,Delhi,Petrol,64224,Manual,1,4985
2324,Honda,1.5 E MT PETROL,596000,2016,Delhi,Petrol,19763,Manual,1,11652
2325,Maruti,VXI AMT,320000,2015,Delhi,CNG,96295,Automatic,2,6256
2326,Toyota,G PETROL,666000,2015,Delhi,Petrol,99679,Manual,1,13020
2327,Skoda,AMBITION 1.0L TSI AT,1328000,2022,Delhi,Petrol,15801,Automatic,1,25277
2328,Maruti,LXI,537000,2019,Delhi,CNG,40131,Manual,1,10498
2329,Nissan,XV SAFETY PACK,321000,2016,Delhi,CNG,76933,Manual,2,6276
2330,Maruti,ZETA 1.2 AMT DUAL TONE,487000,2017,Delhi,Petrol,29406,Automatic,2,9521
2331,Maruti,LXI CNG,374000,2017,Delhi,CNG,76203,Manual,1,7312
2332,Honda,S MT,277000,2013,Delhi,CNG,25280,Manual,2,5415
2333,Hyundai,1.6 SX (O) CRDI MT,980000,2018,Delhi,Diesel,61109,Manual,1,18653
2334,Hyundai,S 1.2 CNG,756000,2021,Delhi,CNG,56413,Manual,1,14780
2335,Honda,1.2L I-VTEC SV,349000,2015,Delhi,Petrol,79328,Manual,3,6823
2336,Hyundai,S (O) 1.2,354000,2014,Delhi,CNG,72380,Manual,2,6921
2337,Maruti,ZXI PLUS AMT,838000,2022,Delhi,Petrol,4551,Automatic,2,15951
2338,Maruti,LXI,465000,2018,Delhi,Petrol,54309,Manual,2,9091
2339,Maruti,LXI CNG,213000,2014,Delhi,CNG,95895,Manual,2,4164
2340,Hyundai,MAGNA 1.2 KAPPA VTVT,389000,2017,Delhi,CNG,114799,Manual,2,7605
2341,Maruti,LXI,335000,2019,Delhi,CNG,89221,Manual,1,6549
2342,Maruti,VXI,484000,2017,Delhi,Petrol,73410,Manual,2,9462
2343,Maruti,VXI O,445000,2016,Delhi,CNG,30925,Manual,2,8700
2344,Hyundai,SX 1.5 PETROL,1198000,2020,Delhi,Petrol,35996,Manual,2,22803
2345,Maruti,VXI ABS,663000,2016,Delhi,Petrol,55492,Manual,1,12962
2346,Honda,1.2 SMT I VTEC,385000,2017,Delhi,Petrol,97313,Manual,2,7527
2347,Maruti,LXI,282000,2015,Delhi,CNG,71515,Manual,1,5513
2348,Renault,RXT 1.0,241000,2016,Delhi,Petrol,79245,Manual,2,4712
2349,Maruti,LXI CNG,379000,2018,Delhi,CNG,74288,Manual,2,7410
2350,Renault,RXT,502000,2019,Delhi,Petrol,102395,Manual,1,9814
2351,Hyundai,MAGNA 1.2,145000,2011,Delhi,Petrol,92724,Manual,3,2835
2352,Hyundai,MAGNA O 1.2,280000,2013,Delhi,Petrol,78698,Manual,2,5474
2353,Maruti,LXI (O),362000,2015,Delhi,CNG,108326,Manual,1,7077
2354,Hyundai,ASTA 1.2 (O),557000,2016,Delhi,Petrol,49687,Manual,2,10889
2355,Hyundai,FLUIDIC 4S 1.6 VTVT SX,610000,2016,Delhi,Petrol,104996,Manual,2,11926
2356,Maruti,VDI OPT,682000,2018,Delhi,Diesel,43109,Manual,1,13333
2357,Maruti,LXI,121000,2010,Delhi,Petrol,49984,Manual,1,2366
2358,Hyundai,SPORTZ 1.2,595000,2018,Delhi,Petrol,21235,Manual,1,11632
2359,Hyundai,SPORTZ 1.2,493000,2016,Delhi,Petrol,56614,Manual,1,9638
2360,Maruti,ZXI AMT,604000,2018,Delhi,Petrol,52224,Automatic,2,11808
2361,Renault,RXL MT,518000,2019,Delhi,Petrol,57406,Manual,1,10127
2362,Maruti,LXI,391000,2018,Delhi,CNG,66619,Manual,1,7644
2363,Ford,TITANIUM 1.5L PETROL AT,582000,2016,Delhi,Petrol,24306,Automatic,3,11378
2364,Datsun,A,251500,2018,Delhi,CNG,66898,Manual,2,4917
2365,Maruti,VXI,621000,2014,Delhi,Petrol,31911,Manual,1,12141
2366,Toyota,VL CVT PETROL,794000,2015,Delhi,Petrol,66362,Automatic,3,15523
2367,Volkswagen,COMFORTLINE 1.0,536000,2019,Delhi,CNG,43806,Manual,1,10479
2368,Maruti,VXI,556000,2015,Delhi,Petrol,119680,Manual,1,10870
2369,Maruti,ZETA 1.3,641000,2018,Delhi,Diesel,73478,Manual,1,12532
2370,Tata,XZ+ CNG 1.2 RTN,707000,2022,Delhi,CNG,30399,Manual,1,13822
2371,Maruti,LXI CNG (O) 1.0,604000,2022,Delhi,CNG,42764,Manual,1,11808
2372,Volkswagen,GT TSI 1.2 PETROL AT,707000,2018,Delhi,Petrol,48552,Automatic,1,13822
2373,Maruti,VXI,348000,2014,Delhi,Petrol,67573,Manual,2,6803
2374,Hyundai,SPORTZ 1.2,483000,2016,Delhi,Petrol,56136,Manual,2,9443
2375,Hyundai,SX 1.5 VTVT,948000,2020,Delhi,Petrol,43734,Manual,1,18044
2376,Maruti,VXI,389000,2018,Delhi,Petrol,21563,Manual,2,7605
2377,Hyundai,MAGNA +,287000,2016,Delhi,Petrol,23349,Manual,1,5611
2378,Maruti,LXI,289000,2018,Delhi,Petrol,42611,Manual,1,5650
2379,Maruti,SIGMA 1.2,373000,2018,Delhi,Petrol,68785,Manual,1,7292
2380,Maruti,ZXI AMT,602000,2018,Delhi,Petrol,37338,Automatic,1,11769
2381,Hyundai,SPORTZ 1.2 KAPPA VTVT,348000,2015,Delhi,CNG,101038,Manual,1,6803
2382,Maruti,LDI,564000,2018,Delhi,Diesel,75647,Manual,1,11026
2383,Maruti,LXI CNG,335000,2019,Delhi,CNG,26650,Manual,2,6549
2384,Maruti,VXI,185000,2010,Delhi,Petrol,80407,Manual,1,3617
2385,Hyundai,MAGNA 1.2,222000,2012,Delhi,CNG,102984,Manual,1,4340
2386,Maruti,ZDI,679000,2018,Delhi,Diesel,40605,Manual,1,13275
2387,Maruti,LXI CNG,375000,2018,Delhi,CNG,100362,Manual,1,7331
2388,Hyundai,FLUIDIC 1.6 VTVT SX AT,531000,2014,Delhi,Petrol,27180,Automatic,1,10381
2389,Mahindra,CRDE 4X4 AC,780000,2019,Mumbai,Diesel,32124,Manual,1,15249
2390,Toyota,2.5 GX 8 STR,613000,2013,Mumbai,Diesel,67810,Manual,4,11984
2391,Honda,1.5L I-VTEC S MT,312000,2011,Mumbai,Petrol,97730,Manual,1,6100
2392,Volkswagen,HIGHLINE1.2L,479000,2016,Mumbai,Petrol,36744,Manual,2,9365
2393,Skoda,1.6 MPI AT AMBITION PLUS,344000,2012,Mumbai,Petrol,61285,Automatic,2,6725
2394,Tata,XZA PETROL,523000,2018,Mumbai,Petrol,15823,Automatic,1,10225
2395,Hyundai,S (O) 1.2,403000,2015,Mumbai,Petrol,38663,Manual,1,7879
2396,Skoda,AMBITION 1.6 MPI MT,525000,2016,Mumbai,Petrol,20300,Manual,1,10264
2397,Mahindra,W7,1318000,2021,Mumbai,Diesel,52619,Manual,1,25087
2398,Hyundai,MAGNA (O) 1.2,330000,2013,Mumbai,Petrol,51284,Manual,1,6452
2399,Maruti,VXI,538000,2017,Mumbai,Petrol,72800,Manual,1,10518
2400,Honda,1.5L I-VTEC S MT,380000,2013,Mumbai,Petrol,65683,Manual,2,7429
2401,Mahindra,T8 AMT,667000,2016,Mumbai,Diesel,107748,Automatic,1,13040
2402,Honda,ZX CVT PETROL,1715000,2020,Mumbai,Petrol,30097,Automatic,1,32643
2403,Maruti,VXI,295000,2011,Mumbai,Petrol,59511,Manual,1,5767
2404,Hyundai,ASTA 1.2,394000,2014,Mumbai,Petrol,106670,Manual,1,7703
2405,Honda,1.5L I-VTEC V,792000,2018,Mumbai,Petrol,31051,Manual,2,15484
2406,Hyundai,MAGNA PLUS 1.2,591000,2019,Mumbai,Petrol,9311,Manual,2,11554
2407,Maruti,DELTA 1.5 SHVS MT PETROL,691000,2018,Mumbai,Petrol,26635,Manual,1,13509
2408,Maruti,VDI ABS,475000,2015,Mumbai,Diesel,64811,Manual,1,9286
2409,Toyota,2.5 VX 8 STR,939000,2014,Mumbai,Diesel,82310,Manual,2,17873
2410,Toyota,J PETROL,262000,2010,Mumbai,Petrol,76323,Manual,3,5122
2411,Volkswagen,COMFORTLINE 1.6,487000,2016,Mumbai,Petrol,33388,Manual,2,9521
2412,Maruti,ZDI,497000,2013,,Diesel,72725,Manual,2,9716
2413,Volkswagen,GT TSI AT,494000,2013,Mumbai,Petrol,61360,Automatic,1,9658
2414,Honda,1.5L I-DTEC V,484000,2014,Mumbai,Diesel,91771,Manual,2,9462
2415,MG,SHARP 1.5 DCT PETROL,1508000,2019,Mumbai,Petrol,48015,Automatic,1,28703
2416,Volkswagen,HIGHLINE 1.5 AT,600000,2016,Mumbai,Diesel,117097,Automatic,1,11730
2417,Hyundai,1.6 SX MT DIESEL,606000,2014,Mumbai,Diesel,110878,Manual,1,11847
2418,Honda,1.5L I-VTEC S MT,499000,2015,Mumbai,Petrol,28340,Manual,1,9756
2419,Hyundai,SX 1.6 DIESEL,1014000,2018,Mumbai,Diesel,53785,Manual,2,19301
2420,Tata,XZA PETROL,483000,2018,Mumbai,Petrol,31884,Automatic,1,9443
2421,Hyundai,SPORTZ 1.1,335000,2015,Mumbai,Petrol,45815,Manual,1,6549
2422,Honda,1.5L I-VTEC SV,472000,2014,Mumbai,Petrol,47970,Manual,1,9228
2423,Maruti,LXI CNG 1.0,602000,2021,Mumbai,CNG,32678,Manual,2,11769
2424,Hyundai,SX AT 1.6 PETROL,994000,2019,Mumbai,Petrol,38166,Automatic,3,18920
2425,Toyota,G SP,320000,2013,Mumbai,Petrol,78004,Manual,1,6256
2426,MG,SHARP 1.5 DCT PETROL,1600000,2019,Mumbai,Petrol,27369,Automatic,1,30455
2427,Honda,1.2L I-VTEC S MT,552000,2017,Mumbai,Petrol,30995,Manual,2,10792
2428,Maruti,VXI,404000,2014,Mumbai,Petrol,31946,Manual,1,7898
2429,Hyundai,SPORTZ 1.2 AT,898000,2022,Mumbai,Petrol,2769,Automatic,1,17093
2430,Hyundai,SX PLUS 1.6 PETROL,771000,2015,Mumbai,Petrol,65655,Manual,1,15073
2431,Maruti,LXI,270000,2012,Mumbai,Petrol,16051,Manual,1,5279
2432,Toyota,G,241600,2011,Mumbai,Petrol,44516,Manual,2,4723
2433,Maruti,VXI,477000,2015,Mumbai,Petrol,61960,Manual,2,9325
2434,Hyundai,SPORTZ 1.2,326000,2013,Mumbai,Petrol,41028,Manual,3,6373
2435,Jeep,LIMITED (O) 2.0 DIESEL,1174000,2017,Mumbai,Diesel,99724,Manual,1,22346
2436,Hyundai,1.6 VTVT SX,730000,2018,Mumbai,Petrol,29276,Manual,2,14272
2437,Toyota,GL PETROL,357000,2013,Mumbai,Petrol,104699,Manual,2,6979
2438,Volkswagen,GT TSI AT,583000,2015,Mumbai,Petrol,75481,Automatic,1,11398
2439,Renault,85 PS RXE,559000,2015,Mumbai,Diesel,26480,Manual,1,10929
2440,Hyundai,SX PLUS AT 1.6 DIESEL,802000,2015,Mumbai,Diesel,55603,Automatic,3,15265
2441,Tata,XE PETROL,488000,2020,Mumbai,Petrol,23688,Manual,1,9540
2442,Maruti,VXI,310000,2014,Mumbai,Petrol,53706,Manual,1,6061
2443,Hyundai,1.6 VTVT SX (O) AT,988000,2019,Mumbai,Petrol,23037,Automatic,1,18806
2444,Hyundai,FLUIDIC 4S 1.6 VTVT S(O),598000,2015,Mumbai,Petrol,28916,Manual,1,11691
2445,Maruti,ZXI (O),436000,2017,Mumbai,Petrol,24100,Manual,1,8524
2446,Honda,1.2L I-VTEC V CVT,686000,2019,Mumbai,Petrol,26129,Automatic,1,13411
2447,Maruti,ALPHA AT,1074000,2021,Mumbai,Petrol,6237,Automatic,3,20443
2448,Maruti,VXI,617000,2018,Mumbai,Petrol,57006,Manual,1,12062
2449,Skoda,L&K 1.8 TSI AT,1328000,2017,Mumbai,Petrol,58538,Automatic,1,25277
2450,Hyundai,1.4 SX,505000,2015,Mumbai,Diesel,104758,Manual,2,9873
2451,Volkswagen,HIGHLINE TDI AT,722000,2014,Mumbai,Diesel,74235,Automatic,2,14115
2452,Maruti,VDI,613000,2012,Mumbai,Diesel,94671,Manual,1,11984
2453,Maruti,ALPHA PETROL 1.2,504000,2015,Mumbai,Petrol,44710,Manual,2,9853
2454,Maruti,ZXI AT,581000,2015,Mumbai,Petrol,87249,Automatic,1,11359
2455,Hyundai,2.0 SX(O) AT PETROL,1302000,2019,Mumbai,Petrol,43333,Automatic,2,24782
2456,Jeep,LIMITED 1.4 PETROL AT,1068000,2017,Mumbai,Petrol,95540,Automatic,1,20328
2457,Honda,1.5L I-VTEC SV CVT,496000,2014,Mumbai,Petrol,55320,Automatic,1,9697
2458,Maruti,LXI,256000,2016,Mumbai,Petrol,34721,Manual,1,5005
2459,Hyundai,ASTA 1.4 CRDI (O),772000,2019,Mumbai,Diesel,81099,Manual,1,15093
2460,Maruti,LXI,337000,2012,Mumbai,Petrol,29056,Manual,1,6588
2461,Maruti,VXI (O) 1.0,494000,2019,Mumbai,Petrol,31216,Manual,2,9658
2462,Hyundai,SX (O) 1.5 CRDI,1425000,2021,Mumbai,Diesel,48612,Manual,1,27124
2463,Honda,1.5L I-VTEC VX CVT,588000,2014,Mumbai,Petrol,28419,Automatic,2,11496
2464,Tata,XM PETROL,603500,2018,,Petrol,83378,Manual,1,11799
2465,Hyundai,ASTA 1.2,421000,2015,Mumbai,Petrol,94868,Manual,3,8231
2466,Volkswagen,HIGHLINE PLUS 1.0,784000,2019,Mumbai,Petrol,15966,Manual,1,15327
2467,Hyundai,1.2 S,594000,2017,Mumbai,Petrol,25467,Manual,1,11613
2468,Renault,85 PS RXL PLUS DIESEL,485000,2014,Mumbai,Diesel,91117,Manual,2,9482
2469,Hyundai,ASTA 1.2 (O),459000,2015,Mumbai,Petrol,49353,Manual,1,8974
2470,Maruti,VXI,348000,2015,Mumbai,Petrol,77422,Manual,1,6803
2471,Maruti,DELTA PETROL 1.2,554000,2017,Mumbai,Petrol,30153,Manual,1,10831
2472,Honda,S MT PETROL,500000,2014,Mumbai,Petrol,37911,Manual,1,9775
2473,Hyundai,FLUIDIC 1.6 VTVT SX,523000,2014,Mumbai,Petrol,42650,Manual,1,10225
2474,Skoda,ELEGANCE 1.8 TSI AT,735000,2014,Mumbai,Petrol,55319,Automatic,1,14369
2475,Honda,1.2L I-VTEC E,421000,2016,Mumbai,Petrol,17167,Manual,1,8231
2476,Maruti,VXI,737000,2016,Mumbai,Petrol,24597,Manual,1,14408
2477,Honda,1.5L I-VTEC SV,544000,2016,Mumbai,Petrol,87241,Manual,2,10635
2478,Tata,XM PETROL,670000,2019,Mumbai,CNG,28058,Manual,3,13099
2479,Toyota,VL CVT PETROL,1401000,2019,Mumbai,Petrol,27019,Automatic,1,26667
2480,Honda,2.0L I-VTEC 2WD AT,964000,2015,Mumbai,Petrol,54873,Automatic,2,18349
2481,Hyundai,1.2 S,537000,2015,Mumbai,Petrol,51536,Manual,1,10498
2482,Honda,V MT,227000,2012,Mumbai,Petrol,79996,Manual,2,4438
2483,Hyundai,ERA +,314000,2018,Mumbai,Petrol,77164,Manual,2,6139
2484,Hyundai,S 1.2,420000,2016,Mumbai,Petrol,57127,Manual,1,8211
2485,Honda,1.5L I-VTEC VX,798000,2018,Mumbai,Petrol,32999,Manual,1,15601
2486,Hyundai,SX 1.5 VTVT,1019000,2021,Mumbai,Petrol,15862,Manual,2,19396
2487,Honda,ZX CVT PETROL,1705000,2019,Mumbai,Petrol,24520,Automatic,1,32453
2488,Tata,XZA PETROL,469000,2018,Mumbai,Petrol,116384,Automatic,1,9169
2489,Hyundai,ASTA 1.2 KAPPA VTVT,350000,2014,Mumbai,Petrol,65597,Manual,3,6843
2490,Volkswagen,HIGHLINE PLUS 1.0,766000,2019,Mumbai,Petrol,34054,Manual,1,14975
2491,Maruti,VXI AMT,376000,2015,Mumbai,Petrol,91200,Automatic,1,7351
2492,Maruti,LXI,332000,2012,Mumbai,Petrol,66700,Manual,2,6491
2493,Maruti,ZXI+,517000,2015,Mumbai,Petrol,115379,Manual,1,10107
2494,Honda,1.5L I-VTEC V MT,477000,2015,Mumbai,Petrol,70118,Manual,2,9325
2495,Skoda,STYLE 1.5 TDI AT,746000,2017,Mumbai,Diesel,56893,Automatic,1,14584
2496,Maruti,VXI,322000,2015,Mumbai,Petrol,74759,Manual,1,6295
2497,Skoda,STYLE 1.6 MPI AT,720000,2018,Mumbai,Petrol,60921,Automatic,1,14076
2498,Maruti,VXI,671000,2021,Mumbai,Petrol,16376,Manual,2,13118
2499,Maruti,VXI 1.0 AMT,559000,2019,Mumbai,Petrol,12413,Automatic,1,10929
2500,Honda,1.5L I-VTEC VX (O) MT,575000,2016,Mumbai,Petrol,91750,Manual,2,11241
2501,Hyundai,SX PLUS 1.6 PETROL SPECIAL EDITION,894000,2018,Mumbai,Petrol,26833,Manual,2,17016
2502,Tata,XM PETROL,644000,2018,Mumbai,Petrol,25414,Manual,2,12590
2503,Maruti,VDI,675000,2016,Mumbai,Diesel,98661,Manual,1,13196
2504,Honda,1.5L I-DTEC SV,450000,2014,Mumbai,Diesel,95389,Manual,2,8798
2505,Maruti,VXI AMT,529000,2017,Mumbai,Petrol,91384,Automatic,2,10342
2506,Maruti,LXI,253000,2015,Mumbai,Petrol,44492,Manual,1,4946
2507,Tata,XMA SUNROOF DIESEL,980000,2021,Mumbai,Diesel,32247,Automatic,2,18653
2508,Honda,1.5L I-VTEC VX CVT,763000,2016,Mumbai,Petrol,18560,Automatic,1,14917
2509,Hyundai,SPORTZ 1.2 KAPPA VTVT,417000,2015,Mumbai,Petrol,11706,Manual,1,8152
2510,Maruti,ZETA CVT PETROL 1.2,534000,2016,Mumbai,Petrol,71469,Automatic,1,10440
2511,Hyundai,SPORTZ 1.2,243000,2011,Mumbai,Petrol,50394,Manual,2,4751
2512,Hyundai,1.6 VTVT SX (O) AT,887000,2018,Mumbai,Petrol,35765,Automatic,1,16883
2513,Maruti,RS 1.0 PETROL,567000,2018,Mumbai,Petrol,44712,Manual,1,11085
2514,Honda,1.2L I-VTEC X,301000,2012,Mumbai,Petrol,37810,Manual,1,5885
2515,Hyundai,ASTA 1.2,518000,2017,Mumbai,Petrol,40373,Manual,2,10127
2516,Hyundai,1.2 SX,599000,2017,Mumbai,Petrol,33069,Manual,1,11711
2517,Renault,RXT 1.0 AMT (O),374000,2018,Mumbai,Petrol,58284,Automatic,2,7312
2518,Maruti,VXI,520000,2015,Mumbai,Petrol,77739,Manual,2,10166
2519,Hyundai,MAGNA PLUS,350000,2017,Mumbai,Petrol,25727,Manual,2,6843
2520,Honda,1.2L I-VTEC S,397000,2014,Mumbai,Petrol,49056,Manual,1,7761
2521,Maruti,VXI CNG,449000,2017,Mumbai,CNG,48474,Manual,2,8778
2522,Maruti,VXI CNG,672000,2014,Mumbai,CNG,59133,Manual,1,13138
2523,Hyundai,SPORTZ 1.2,489000,2016,Mumbai,Petrol,29220,Manual,2,9560
2524,Honda,1.5L I-VTEC V MT,807000,2018,Mumbai,Petrol,13267,Manual,1,15361
2525,Hyundai,E PLUS 1.6 PETROL,817000,2017,Mumbai,Petrol,57758,Manual,1,15551
2526,Hyundai,MAGNA EXECUTIVE 1.2,582000,2017,Mumbai,Petrol,12497,Manual,1,11378
2527,Maruti,ZETA PETROL 1.2,598000,2018,Mumbai,Petrol,18335,Manual,1,11691
2528,Maruti,VXI,281000,2017,Mumbai,Petrol,49520,Manual,2,5494
2529,Hyundai,S 1.2,436000,2016,Mumbai,Petrol,35468,Manual,1,8524
2530,Honda,1.2L I-VTEC VX MT,653000,2017,Mumbai,Petrol,32037,Manual,2,12766
2531,Hyundai,SPORTZ 1.2 KAPPA VTVT,415000,2017,Mumbai,Petrol,45931,Manual,1,8113
2532,Maruti,VXI,363000,2012,Mumbai,Petrol,72831,Manual,1,7097
2533,Hyundai,SX PLUS 1.6 PETROL,797000,2016,Mumbai,Petrol,44306,Manual,2,15582
2534,Renault,RXT 1.0 AMT (O),494000,2021,Mumbai,Petrol,21575,Automatic,1,9658
2535,Hyundai,1.6 CRDI SX,742000,2016,Mumbai,Diesel,54470,Manual,2,14506
2536,Skoda,STYLE 1.6 MPI,799000,2019,Mumbai,Petrol,52529,Manual,1,15621
2537,Maruti,VXI,491000,2016,Mumbai,Petrol,55632,Manual,1,9599
2538,Hyundai,1.6 CRDI SX,751000,2016,Mumbai,Diesel,61875,Manual,1,14682
2539,Honda,VX AT,338000,2013,Mumbai,Petrol,25784,Automatic,2,6608
2540,Maruti,ALPHA  AT 1.4  PETROL,626000,2017,Mumbai,Petrol,40916,Automatic,1,12238
2541,Maruti,VXI AMT,360000,2015,Mumbai,Petrol,23587,Automatic,2,7038
2542,Maruti,VXI,596000,2018,Mumbai,Petrol,66754,Manual,1,11652
2543,Honda,1.5L I-DTEC S MT,636000,2017,Mumbai,Diesel,42267,Manual,1,12434
2544,Mahindra,T8,702000,2016,Mumbai,Diesel,40729,Manual,1,13724
2545,Maruti,LXI CNG,336000,2014,Mumbai,CNG,44140,Manual,1,6569
2546,Maruti,VXI,353000,2015,Mumbai,Petrol,21598,Manual,1,6901
2547,Hyundai,SPORTZ 1.2,541000,2017,Mumbai,Petrol,25660,Manual,1,10577
2548,Ford,TREND + 1.5L PETROL AT,702000,2019,Mumbai,Petrol,34446,Automatic,2,13724
2549,Honda,S MT,275000,2012,Mumbai,Petrol,62731,Manual,1,5376
2550,Maruti,LXI CNG,326000,2014,Mumbai,CNG,115591,Manual,1,6373
2551,Honda,1.5L I-VTEC SV,661000,2017,Mumbai,Petrol,41167,Manual,1,12923
2552,Hyundai,ASTA 1.2  CVT,711000,2018,Mumbai,Petrol,62469,Automatic,2,13900
2553,Maruti,VXI+,571000,2015,Mumbai,Petrol,24840,Manual,1,11163
2554,Honda,1.2L I-VTEC VX MT,663000,2017,Mumbai,Petrol,21850,Manual,1,12962
2555,Maruti,VXI AMT,773000,2022,Mumbai,Petrol,17821,Automatic,1,15112
2556,Honda,1.2L I-VTEC VX,466000,2015,Mumbai,Petrol,72596,Manual,3,9110
2557,Hyundai,SX PLUS 1.0 TURBO DCT,1002000,2019,Mumbai,Petrol,23979,Automatic,1,19072
2558,Maruti,ZETA PETROL 1.2,599000,2019,Mumbai,Petrol,42113,Manual,2,11711
2559,Hyundai,SPORTZ 1.2 KAPPA VTVT,695000,2022,Mumbai,Petrol,3173,Manual,1,13587
2560,Maruti,VXI,607000,2019,Mumbai,Petrol,52720,Manual,1,11867
2561,Maruti,VXI+,561000,2016,Mumbai,Petrol,63847,Manual,1,10968
2562,Honda,1.5L I-DTEC V,736000,2017,Mumbai,Diesel,51207,Manual,1,14389
2563,Hyundai,ASTA 1.2,493000,2015,Mumbai,Petrol,27615,Manual,3,9638
2564,Maruti,DELTA PETROL 1.2,676000,2020,Mumbai,Petrol,30576,Manual,1,13216
