,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
289,Maruti,ZETA AT 1.5  SHVS PETROL,830000,2018,Hyderabad,Petrol,33914,Automatic,1,15798
290,Hyundai,MAGNA 1.1,348000,2013,Hyderabad,Petrol,57078,Manual,2,6803
291,Hyundai,1.6 SX (O) CRDI MT,995000,2018,Hyderabad,Diesel,83383,Manual,2,18939
292,Hyundai,ASTA (O) 1.2 MT,960000,2021,Hyderabad,Petrol,29492,Manual,1,18273
293,Maruti,ZDI PLUS,809000,2017,Hyderabad,Diesel,121129,Manual,2,15399
294,Maruti,ALPHA AT1.5,1012000,2020,Hyderabad,Petrol,27653,Automatic,1,19262
295,Volkswagen,COMFORTLINE 1.4 TSI MT,1212000,2016,Hyderabad,Petrol,16726,Manual,1,23069
296,Honda,1.5L I-VTEC E MT,452000,2013,Hyderabad,Petrol,94287,Manual,2,8837
297,Maruti,ZXI SMART HYBRID DUAL TONE,1286000,2022,Hyderabad,Petrol,18479,Manual,1,24478
298,Maruti,ZETA PETROL 1.2,623000,2017,Hyderabad,Petrol,57192,Manual,2,12180
299,Maruti,ZXI AMT,693000,2018,Hyderabad,Petrol,45911,Automatic,1,13548
300,Maruti,ZXI AMT,430000,2016,Hyderabad,Petrol,68512,Automatic,2,8407
301,Honda,S MT,370000,2014,Hyderabad,Petrol,64736,Manual,1,7234
302,Tata,XT PETROL,742000,2021,Hyderabad,Petrol,14741,Manual,1,14506
303,Tata,XZ PLUS DUAL TONE PETROL,562000,2019,Hyderabad,Petrol,30627,Manual,1,10987
304,Honda,1.2L I-VTEC VX,590000,2017,Hyderabad,Petrol,56242,Manual,1,11535
305,Maruti,ZETA 1.5 SHVS MT PETROL,887000,2021,Hyderabad,Petrol,9849,Manual,1,16883
306,Maruti,DELTA 1.5 SHVS MT PETROL,893000,2022,Hyderabad,Petrol,15992,Manual,1,16997
307,Maruti,ZETA PETROL 1.2,599000,2017,Hyderabad,Petrol,101863,Manual,3,11711
308,Maruti,ALPHA PETROL 1.2,594000,2016,Hyderabad,Petrol,105224,Manual,2,11613
309,Honda,S MT,413000,2014,Hyderabad,Petrol,47784,Manual,2,8074
310,Maruti,VXI,268000,2015,Hyderabad,Petrol,49692,Manual,2,5239
311,Hyundai,1.6 CRDI SX PLUS AUTO,1130000,2017,Hyderabad,Diesel,99215,Automatic,1,21509
312,Hyundai,ASTA 1.2 KAPPA VTVT,427000,2015,Hyderabad,Petrol,95963,Manual,2,8348
313,Hyundai,SPORTZ 1.2,588000,2016,Hyderabad,Petrol,56346,Manual,2,11496
314,Maruti,ZXI AMT,676000,2018,Hyderabad,Petrol,34840,Automatic,1,13216
315,Maruti,ZXI,476000,2015,Hyderabad,Petrol,119106,Manual,2,9306
316,Maruti,VXI,360000,2019,Hyderabad,Petrol,76685,Manual,1,7038
317,Maruti,ZXI AMT (O),524000,2018,Hyderabad,Petrol,38607,Automatic,2,10244
318,Hyundai,SPORTZ 1.2 KAPPA VTVT,492000,2016,Hyderabad,Petrol,28467,Manual,2,9619
319,Renault,RXZ DIESEL 110,1015000,2019,Hyderabad,Diesel,44416,Manual,1,19320
320,Toyota,G ISG,722000,2020,Hyderabad,Petrol,80643,Manual,1,14115
321,Hyundai,SX (O) 1.5 CRDI,1321000,2020,Hyderabad,Diesel,87893,Manual,1,25144
322,Hyundai,SPORTZ 1.2 KAPPA VTVT,639000,2020,Hyderabad,Petrol,40051,Manual,2,12493
323,Honda,V MT,380000,2013,Hyderabad,Petrol,39452,Manual,1,7429
324,Maruti,ZXI AMT,461000,2017,Hyderabad,Petrol,65547,Automatic,1,9013
325,Maruti,LXI,259000,2014,Hyderabad,Petrol,31933,Manual,2,5063
326,Maruti,VXI AMT,688000,2019,Hyderabad,Petrol,31286,Automatic,1,13451
327,Tata,XZA PETROL,508000,2018,Hyderabad,Petrol,88923,Automatic,1,9931
328,Hyundai,ASTA MT,565000,2021,Hyderabad,Petrol,15171,Manual,1,11046
329,Ford,TITANIUM + 1.5L PETROL AT,783000,2017,Hyderabad,Petrol,51258,Automatic,1,15308
330,Maruti,VXI AMT,714000,2018,Hyderabad,Petrol,44348,Automatic,1,13959
331,Tata,XZA + 1.2 PETROL A/T,828000,2018,Hyderabad,Petrol,35226,Automatic,2,15760
332,Hyundai,Asta 1.0 GDI Turbo IMT,967000,2021,Hyderabad,Petrol,19168,Manual,1,18406
333,Maruti,ZXI AMT,556000,2019,Hyderabad,Petrol,30318,Automatic,1,10870
334,Maruti,VXI,501000,2016,Hyderabad,Petrol,62648,Manual,1,9795
335,Maruti,VXI,619000,2018,Hyderabad,Petrol,80955,Manual,1,12102
336,Hyundai,SPORTZ 1.2,561000,2016,Hyderabad,Petrol,89224,Manual,2,10968
337,Tata,XZ PETROL,775000,2021,Hyderabad,Petrol,26893,Manual,1,15151
338,Maruti,ZXI AMT,653000,2018,Hyderabad,Petrol,70913,Automatic,1,12766
339,Hyundai,SPORTZ 1.2,620000,2017,Hyderabad,Petrol,55563,Manual,2,12121
340,Hyundai,ASTA 1.2 (O),710000,2018,Hyderabad,Petrol,91609,Manual,2,13881
341,Honda,1.5L I-VTEC SV,627000,2016,Hyderabad,Petrol,87335,Manual,1,12258
342,Maruti,VXI AMT,386000,2015,Hyderabad,Petrol,64186,Automatic,2,7546
343,Hyundai,SPORTZ 1.2 KAPPA VTVT,527000,2017,Hyderabad,Petrol,82163,Manual,1,10303
344,Maruti,VXI,359000,2013,Hyderabad,Petrol,64628,Manual,1,7019
345,Honda,1.5L I-VTEC V MT,585000,2015,Hyderabad,Petrol,85871,Manual,2,11437
346,Hyundai,ASTA 1.1 CRDI,426000,2015,Hyderabad,Diesel,116516,Manual,1,8328
347,Maruti,VXI AMT,666000,2018,Hyderabad,Petrol,62414,Automatic,1,13020
348,Tata,XZA+ DUAL TONE 1.2RTN,674000,2020,Hyderabad,Petrol,68413,Automatic,2,13177
349,Maruti,DELTA 1.2 AMT,472000,2017,Hyderabad,Petrol,97667,Automatic,1,9228
350,Hyundai,SX 1.0 (O) TURBO,999000,2020,Hyderabad,Petrol,32185,Manual,1,19015
351,Hyundai,SPORTZ 1.2,677000,2018,Hyderabad,Petrol,55943,Manual,1,13235
352,Tata,XZ PLUS PETROL,1006000,2021,Hyderabad,Petrol,33090,Manual,1,19148
353,Maruti,VXI,449000,2013,Hyderabad,Petrol,41378,Manual,2,8778
354,Maruti,VXI 1.2,517000,2019,Hyderabad,Petrol,79510,Manual,1,10107
355,Maruti,VXI,366000,2016,Hyderabad,Petrol,89029,Manual,2,7155
356,Maruti,VXI,240000,2013,Hyderabad,Petrol,48471,Manual,2,4692
357,Tata,XZA PLUS 6S,1935000,2021,Hyderabad,Diesel,96462,Automatic,1,36831
358,Hyundai,SPORTZ AMT,542000,2019,Hyderabad,Petrol,39881,Automatic,1,10596
359,Maruti,VXI,392000,2016,Hyderabad,Petrol,30978,Manual,1,7664
360,Maruti,VXI,320000,2013,Hyderabad,Petrol,89791,Manual,1,6256
361,Hyundai,MAGNA 1.2,331000,2013,Hyderabad,Petrol,82113,Manual,1,6471
362,Hyundai,GLS,211000,2010,Hyderabad,Petrol,62572,Manual,2,4125
363,Tata,XZ PLUS PETROL DUAL TONE,816000,2019,Hyderabad,Petrol,48951,Manual,2,15532
364,Maruti,LXI,266000,2015,Hyderabad,Petrol,73944,Manual,1,5200
365,Maruti,VXI,311000,2013,Hyderabad,Petrol,91405,Manual,1,6080
366,Tata,XT (O) PETROL,567000,2021,Hyderabad,Petrol,43668,Manual,1,11085
367,Maruti,ZXI,455000,2018,Hyderabad,Petrol,59028,Manual,1,8895
368,Maruti,VXI,565000,2017,Hyderabad,Petrol,52858,Manual,1,11046
369,Maruti,LXI,325000,2012,Hyderabad,Petrol,42217,Manual,2,6354
370,Maruti,VXI,406000,2017,Hyderabad,Petrol,83596,Manual,1,7937
371,Maruti,ZETA 1.3 AMT DUAL TONE,561000,2017,Hyderabad,Diesel,98700,Automatic,2,10968
372,Hyundai,SX 1.0 TURBO,910000,2020,Hyderabad,Petrol,50646,Manual,1,17321
373,Hyundai,ASTA 1.2 KAPPA VTVT,751000,2021,Hyderabad,Petrol,38939,Manual,2,14682
374,Hyundai,SX PLUS 1.6 PETROL,999000,2018,Hyderabad,Petrol,81644,Manual,1,19015
375,Maruti,DELTA 1.2,479000,2018,Hyderabad,Petrol,54907,Manual,2,9365
376,Maruti,ZETA PETROL 1.2,750000,2019,Hyderabad,Petrol,35545,Manual,1,14663
377,Tata,XZA PETROL,515000,2018,Hyderabad,Petrol,86346,Automatic,1,10068
378,Hyundai,SPORTZ 1.2,632000,2017,Hyderabad,Petrol,56416,Manual,1,12356
379,Maruti,VXI AMT,603000,2018,Hyderabad,Petrol,95774,Automatic,1,11789
380,Maruti,VXI,410000,2021,Hyderabad,Petrol,23748,Manual,1,8016
381,Hyundai,SPORTZ AMT 1.2 KAPPA VTVT,707000,2019,Hyderabad,Petrol,76947,Automatic,1,13822
382,Maruti,VXI AMT,686000,2018,Hyderabad,Petrol,54737,Automatic,1,13411
383,Ford,TREND 1.5L PETROL,697000,2017,Hyderabad,Petrol,66159,Manual,1,13626
384,Maruti,VXI,492000,2016,Hyderabad,Petrol,108560,Manual,1,9619
385,Hyundai,SX PLUS 1.6 PETROL,1008000,2017,Hyderabad,Petrol,64951,Manual,2,19186
386,Hyundai,1.6 VTVT SX AT,737000,2016,Hyderabad,Petrol,71144,Automatic,1,14408
387,Hyundai,SPORTZ 1.2,327000,2013,Hyderabad,Petrol,111198,Manual,1,6393
388,Maruti,ZXI PLUS AMT,667000,2017,Hyderabad,Petrol,62535,Automatic,1,13040
389,Maruti,ZETA 1.2 AMT,701000,2020,Hyderabad,Petrol,23325,Automatic,1,13705
390,Honda,1.2L I-VTEC V AT,618000,2016,Hyderabad,Petrol,54083,Automatic,2,12082
391,Ford,TITANIUM 1.5L DIESEL,683000,2017,Hyderabad,Diesel,116988,Manual,1,13353
392,Renault,RXT 1.0 EASY-R  AT,406000,2018,Hyderabad,Petrol,97709,Automatic,1,7937
393,Honda,V CVT,1131000,2021,Hyderabad,Petrol,64402,Automatic,1,21528
394,Renault,RXT 1.0 (O),405000,2019,Hyderabad,Petrol,37634,Manual,1,7918
395,Hyundai,SX PLUS AT 1.6 PETROL,1011000,2017,Hyderabad,Petrol,63242,Automatic,2,19243
396,Maruti,ALPHA PETROL 1.2,638000,2018,Hyderabad,Petrol,52716,Manual,2,12473
397,Toyota,V,715000,2019,Hyderabad,Petrol,90148,Manual,1,13978
398,Datsun,S,348000,2019,Hyderabad,Petrol,58547,Manual,2,6803
399,Hyundai,ASTA U2 1.2 CRDI,578000,2018,Hyderabad,Diesel,98455,Manual,1,11300
400,Maruti,VXI,275000,2014,Hyderabad,Petrol,70435,Manual,2,5376
401,Maruti,VXI,331000,2013,Hyderabad,Petrol,77285,Manual,1,6471
402,Datsun,T(O),440000,2019,Hyderabad,Petrol,64447,Manual,1,8602
403,Maruti,ZXI,470000,2019,Hyderabad,Petrol,73227,Manual,2,9189
404,Maruti,VXI,354000,2019,Hyderabad,Petrol,32607,Manual,1,6921
405,Maruti,VXI OPT,418000,2016,Hyderabad,Petrol,66754,Manual,1,8172
406,Maruti,VXI,228000,2013,Hyderabad,Petrol,62437,Manual,2,4457
407,Maruti,ALPHA PETROL 1.2,626000,2017,Hyderabad,Petrol,96822,Manual,1,12238
408,Maruti,VXI,520000,2016,Hyderabad,Petrol,63313,Manual,1,10166
409,Hyundai,SPORTZ (O) AT 1.2 KAPPA VTVT,584000,2017,Hyderabad,Petrol,40570,Automatic,1,11417
410,Tata,XM DIESEL,928000,2021,Hyderabad,Diesel,32483,Manual,1,17664
411,Hyundai,SPORTZ 1.2,619000,2017,Hyderabad,Petrol,49229,Manual,1,12102
412,Maruti,VXI,455000,2013,Hyderabad,Petrol,50824,Manual,1,8895
413,Maruti,VXI AMT,415000,2016,Hyderabad,Petrol,61337,Automatic,1,8113
414,Maruti,ALPHA CVT PETROL 1.2,848000,2020,Hyderabad,Petrol,48580,Automatic,1,16141
415,Honda,S MT,332000,2012,Hyderabad,Petrol,69408,Manual,3,6491
416,Maruti,ALPHA PETROL 1.2,607000,2017,Hyderabad,Petrol,89581,Manual,1,11867
417,Honda,S MT,389000,2014,Hyderabad,Petrol,50670,Manual,2,7605
418,Maruti,VXI,282000,2014,Hyderabad,Petrol,53179,Manual,2,5513
419,Skoda,1.5 TDI MT STYLE,825000,2017,Hyderabad,Diesel,81362,Manual,2,15703
420,Hyundai,MAGNA 1.2,327000,2012,Hyderabad,Petrol,49043,Manual,2,6393
421,Datsun,T(O) 1.0,466500,2021,Hyderabad,Petrol,33730,Manual,1,9120
422,Maruti,LXI O,315000,2017,Hyderabad,Petrol,117467,Manual,1,6158
423,Hyundai,SPORTZ AMT,570000,2020,Hyderabad,Petrol,32069,Automatic,1,11144
424,Tata,XZA PETROL,614000,2020,Hyderabad,Petrol,66731,Automatic,1,12004
425,Honda,1.2L I-VTEC SV MT,836000,2021,Hyderabad,Petrol,70226,Manual,1,15912
426,Renault,RXT 1.0 (O),423000,2020,Hyderabad,Petrol,60894,Manual,1,8270
427,Maruti,VXI,318000,2017,Hyderabad,Petrol,54791,Manual,1,6217
428,Maruti,ZXI,602000,2016,Hyderabad,Petrol,58671,Manual,1,11769
429,Skoda,STYLE TSI,1008000,2021,Hyderabad,Petrol,15504,Manual,1,19186
430,Tata,XZA PLUS PETROL,805000,2018,Hyderabad,Petrol,84821,Automatic,1,15322
431,Maruti,VXI,311000,2013,Hyderabad,Petrol,92195,Manual,1,6080
432,Ford,TITANIUM 1.5L PETROL,834000,2019,Hyderabad,Petrol,81462,Manual,1,15874
433,Maruti,ALPHA PETROL 1.2,651000,2018,Hyderabad,Petrol,68101,Manual,1,12727
434,Honda,1.5L I-VTEC E MT,425000,2012,Hyderabad,Petrol,88471,Manual,3,8309
435,Maruti,ZXI AMT (O),471000,2018,Hyderabad,Petrol,117924,Automatic,1,9208
436,Maruti,LXI,314000,2013,Hyderabad,Petrol,61132,Manual,1,6139
437,Maruti,VXI,364000,2015,Hyderabad,Petrol,66445,Manual,2,7116
438,Tata,XZ PLUS PETROL,559000,2019,Hyderabad,Petrol,69049,Manual,1,10929
439,Datsun,S,309000,2017,Hyderabad,Petrol,28545,Manual,1,6041
440,Maruti,VXI,236000,2013,Hyderabad,Petrol,92370,Manual,1,4614
441,Hyundai,MAGNA 1.2 KAPPA VTVT,548000,2019,Hyderabad,Petrol,38471,Manual,2,10714
442,Maruti,DELTA PETROL 1.2,592000,2017,Hyderabad,Petrol,83688,Manual,1,11574
443,Maruti,VXI,346000,2015,Hyderabad,Petrol,72393,Manual,2,6764
444,Maruti,VXI,323000,2013,Hyderabad,Petrol,62438,Manual,1,6315
445,Hyundai,ERA 1.1,306000,2012,Hyderabad,Petrol,74754,Manual,2,5982
446,Hyundai,SPORTZ AMT,574000,2020,Hyderabad,Petrol,26563,Automatic,1,11222
447,Maruti,DELTA 1.2,452000,2018,Hyderabad,Petrol,96540,Manual,1,8837
448,Maruti,VXI,310000,2017,Hyderabad,Petrol,78969,Manual,1,6061
449,Maruti,VXI,423000,2013,Hyderabad,Petrol,71115,Manual,2,8270
450,Hyundai,MAGNA 1.2,314000,2013,Hyderabad,Petrol,72473,Manual,1,6139
451,Maruti,ZXI SMART HYBRID ,1248000,2022,Hyderabad,Petrol,19466,Manual,1,23755
452,Maruti,VXI,374000,2015,Hyderabad,Petrol,67993,Manual,2,7312
453,Hyundai,SPORTZ AMT,565000,2020,Hyderabad,Petrol,35505,Automatic,1,11046
454,Maruti,VXI,374000,2014,Hyderabad,Petrol,25138,Manual,1,7312
455,Hyundai,ASTA 1.2 KAPPA VTVT,549000,2018,Hyderabad,Petrol,56129,Manual,1,10733
456,Maruti,VXI O,565000,2017,Hyderabad,Petrol,66501,Manual,1,11046
457,Hyundai,SPORTZ AT 1.2 KAPPA VTVT,586000,2018,Hyderabad,Petrol,52704,Automatic,2,11456
458,Hyundai,ASTA 1.2,659000,2016,Hyderabad,Petrol,71779,Manual,1,12884
459,Nissan,XV PREMIUM TURBO,909000,2022,Hyderabad,Petrol,13918,Manual,1,17302
460,Maruti,VXI,311000,2013,Hyderabad,Petrol,91821,Manual,2,6080
461,Ford,TITANIUM 1.5L DIESEL,772000,2018,Hyderabad,Diesel,90114,Manual,1,15093
462,Volkswagen,HIGHLINE 1.5 AT,909000,2018,Hyderabad,Diesel,107492,Automatic,1,17302
463,Maruti,ZETA PETROL 1.2,699000,2019,Hyderabad,Petrol,82243,Manual,1,13666
464,Maruti,VXI,354000,2015,Hyderabad,Petrol,89218,Manual,1,6921
465,Maruti,ALPHA CVT PETROL 1.2,698000,2018,Hyderabad,Petrol,89242,Automatic,1,13646
466,Honda,1.2L I-VTEC ZX,846000,2021,Hyderabad,Petrol,42674,Manual,1,16103
467,Maruti,VXI,504000,2016,Hyderabad,Petrol,64685,Manual,2,9853
468,Maruti,ALPHA 1.2 AMT DUAL TONE,590000,2018,Hyderabad,Petrol,79151,Automatic,1,11535
469,Maruti,ALPHA CVT PETROL 1.2,712000,2018,Hyderabad,Petrol,65044,Automatic,2,13920
470,Hyundai,ASTA 1.2 KAPPA VTVT,465000,2015,Hyderabad,Petrol,60817,Manual,2,9091
471,Honda,1.5L I-DTEC V,617000,2018,Hyderabad,Diesel,102256,Manual,2,12062
472,Maruti,ZDI AMT,772000,2017,Hyderabad,Diesel,64700,Automatic,1,15093
473,Maruti,ALPHA 1.2 DUAL TONE,577000,2018,Hyderabad,Petrol,97644,Manual,1,11280
474,Hyundai,ASTA 1.2,648000,2016,Hyderabad,Petrol,54708,Manual,1,12669
475,Hyundai,ASTA MT,506000,2019,Hyderabad,Petrol,57435,Manual,1,9892
476,Datsun,T(O) 1.0 AMT,486000,2020,Hyderabad,Petrol,5368,Automatic,1,9501
477,Hyundai,SPORTZ U2 1.2 CRDI,532000,2018,Hyderabad,Diesel,88479,Manual,1,10401
478,Renault,RXZ AMT DUAL TONE,797000,2021,Hyderabad,Petrol,35023,Automatic,1,15582
479,Hyundai,SPORTZ 1.2 KAPPA VTVT,515000,2017,Hyderabad,Petrol,26678,Manual,2,10068
480,Maruti,VXI AMT,417000,2014,Hyderabad,Petrol,71969,Automatic,3,8152
481,Hyundai,ASTA 1.2 DUAL TONE,616000,2017,Hyderabad,Petrol,72793,Manual,2,12043
482,Tata,XMA PETROL,706000,2021,Hyderabad,Petrol,23916,Automatic,2,13802
483,Maruti,ZXI AMT,456000,2016,Hyderabad,Petrol,70895,Automatic,2,8915
484,Volkswagen,HIGHLINE PLUS 1.0L TSI,1065000,2020,Hyderabad,Petrol,45949,Manual,1,20271
485,Honda,1.5L I-DTEC VX MT,1064000,2021,Hyderabad,Diesel,78163,Manual,1,20252
486,Volkswagen,HIGHLINE1.5L,675000,2018,Hyderabad,Diesel,90944,Manual,1,13196
487,Tata,XT PETROL,610000,2021,Hyderabad,Petrol,21314,Manual,1,11926
488,Renault,RXT 1.0 (O),493000,2021,Hyderabad,Petrol,26494,Manual,1,9638
489,Tata,XZ PLUS PETROL,727000,2021,Hyderabad,Petrol,70380,Manual,1,14213
490,Honda,S MT,344000,2012,Hyderabad,Petrol,40503,Manual,1,6725
491,Hyundai,SPORTZ 1.2,691000,2018,Hyderabad,Petrol,44646,Manual,1,13509
492,Hyundai,MAGNA 1.2,279000,2011,Hyderabad,Petrol,72590,Manual,1,5455
493,Maruti,VXI,318000,2013,Hyderabad,Petrol,59730,Manual,2,6217
494,Maruti,LXI,363500,2020,Hyderabad,Petrol,44790,Manual,1,7106
495,Maruti,VXI AMT,640000,2018,Hyderabad,Petrol,49009,Automatic,1,12512
496,Honda,1.5L I-VTEC V MT,573000,2015,Hyderabad,Petrol,101176,Manual,3,11202
497,Ford,TITANIUM 1.5L PETROL,782000,2018,Hyderabad,Petrol,58559,Manual,1,15288
498,Maruti,ALPHA CVT PETROL 1.2,712000,2018,Hyderabad,Petrol,59512,Automatic,2,13920
499,Tata,XZA PLUS DUAL TONE PETROL,780000,2021,Hyderabad,Petrol,15606,Automatic,2,15249
500,Maruti,LXI,265000,2014,Hyderabad,Petrol,70145,Manual,1,5181
501,Datsun,1.0 T(O),458000,2021,Hyderabad,Petrol,18569,Manual,1,8954
502,Maruti,VXI,338000,2017,Hyderabad,Petrol,36200,Manual,1,6608
503,Hyundai,1.6 VTVT SX,806000,2017,Hyderabad,Petrol,30811,Manual,1,15341
504,Ford,TITANIUM 1.5 SPORTS(SUNROOF) PETROL,953000,2021,Hyderabad,Petrol,57250,Manual,1,18139
505,Hyundai,ASTA 1.2,624000,2016,Hyderabad,Petrol,73202,Manual,1,12199
506,Maruti,ZXI,529000,2019,Hyderabad,Petrol,44363,Manual,1,10342
507,Hyundai,SPORTZ AMT,532000,2019,Hyderabad,Petrol,79467,Automatic,1,10401
508,Volkswagen,HIGHLINE 1.0L TSI,986000,2022,Hyderabad,Petrol,15788,Manual,1,18768
509,Hyundai,SPORTZ AMT,551000,2020,Hyderabad,Petrol,40817,Automatic,2,10772
510,Maruti,LXI,362000,2019,Hyderabad,Petrol,56443,Manual,2,7077
511,Hyundai,SPORTZ MT,547000,2018,Hyderabad,Petrol,20266,Manual,1,10694
512,Hyundai,SPORTZ 1.2,632000,2017,Hyderabad,Petrol,66561,Manual,1,12356
513,Maruti,VXI,410000,2016,Hyderabad,Petrol,54635,Manual,1,8016
514,Maruti,DELTA 1.5 SHVS MT PETROL,907000,2022,Hyderabad,Petrol,16727,Manual,2,17264
515,Maruti,VXI (O),418000,2019,Hyderabad,Petrol,76003,Manual,1,8172
516,Maruti,VXI PLUS,412000,2021,Hyderabad,Petrol,30730,Manual,1,8055
517,Maruti,LXI,338000,2019,Hyderabad,Petrol,53976,Manual,1,6608
518,Maruti,VXI,312000,2017,Hyderabad,Petrol,58647,Manual,1,6100
519,Maruti,VXI PLUS AMT,469000,2019,Hyderabad,Petrol,77415,Automatic,1,9169
520,Hyundai,SPORTZ 1.2 KAPPA VTVT,526000,2019,Hyderabad,Petrol,87189,Manual,1,10283
521,Maruti,VXI PLUS,433000,2021,Hyderabad,Petrol,22264,Manual,1,8465
522,Maruti,LXI O,334000,2016,Hyderabad,Petrol,27136,Manual,1,6530
523,Hyundai,SPORTZ AMT,532000,2018,Hyderabad,Petrol,84759,Automatic,2,10401
524,Maruti,ZETA PETROL 1.2,697000,2018,Hyderabad,Petrol,59126,Manual,1,13626
525,Ford,TITANIUM + 1.5L DIESEL,887000,2019,Hyderabad,Diesel,108632,Manual,1,16883
526,Hyundai,SPORTZ 1.2 KAPPA VTVT,524000,2017,Hyderabad,Petrol,22025,Manual,2,10244
527,Maruti,VXI,414000,2014,Hyderabad,Petrol,56367,Manual,2,8094
528,Hyundai,ASTA 1.2,665000,2016,Hyderabad,Petrol,41085,Manual,1,13001
529,Hyundai,SPORTZ 1.2 KAPPA VTVT,428000,2013,Hyderabad,Petrol,67372,Manual,1,8367
530,Maruti,ZETA 1.3 AMT DUAL TONE,589000,2017,Hyderabad,Diesel,81135,Automatic,2,11515
531,Maruti,VXI,326000,2013,Hyderabad,Petrol,54959,Manual,1,6373
532,Maruti,VXI,316000,2017,Hyderabad,Petrol,83771,Manual,2,6178
533,Datsun,T (O),409000,2020,Hyderabad,Petrol,19205,Manual,2,7996
534,Maruti,ALPHA PETROL 1.2,641000,2017,Hyderabad,Petrol,80546,Manual,1,12532
535,Maruti,VXI+,537000,2022,Hyderabad,Petrol,9939,Manual,2,10498
536,Maruti,VXI (O),409000,2019,Hyderabad,Petrol,99003,Manual,1,7996
537,Maruti,DELTA 1.5 SHVS MT PETROL,915000,2022,Hyderabad,Petrol,17513,Manual,1,17416
538,Hyundai,ASTA MT,522000,2019,Hyderabad,Petrol,24978,Manual,2,10205
539,Hyundai,ASTA (O) AT 1.2 KAPPA VTVT,501000,2016,Hyderabad,Petrol,104436,Automatic,2,9795
540,Hyundai,SPORTZ AMT,525000,2019,Hyderabad,Petrol,63002,Automatic,1,10264
541,Hyundai,SPORTZ MT,530000,2019,Hyderabad,Petrol,24197,Manual,1,10362
542,Maruti,VXI,315000,2012,Hyderabad,Petrol,47763,Manual,1,6158
543,Maruti,LXI,317000,2012,Hyderabad,Petrol,65761,Manual,2,6197
544,Hyundai,SPORTZ AMT,534000,2019,Hyderabad,Petrol,62936,Automatic,1,10440
545,Honda,1.5L I-DTEC V,569000,2016,Hyderabad,Diesel,116979,Manual,2,11124
546,Hyundai,SPORTZ AMT,530000,2019,Hyderabad,Petrol,38264,Automatic,1,10362
547,Hyundai,SPORTZ 1.2 KAPPA VTVT,507000,2016,Hyderabad,Petrol,46703,Manual,1,9912
548,Nissan,XE,597000,2021,Hyderabad,Petrol,18745,Manual,1,11671
549,Volkswagen,COMFORTLINE 1.0L MPI,573000,2018,Hyderabad,Petrol,32406,Manual,2,11202
550,Volkswagen,COMFORTLINE DIESEL 1.6,383000,2013,Hyderabad,Diesel,110807,Manual,2,7488
551,Datsun,T,268000,2016,Hyderabad,Petrol,114535,Manual,1,5239
552,Maruti,VXI,700000,2020,Hyderabad,Petrol,63899,Manual,1,13685
553,Maruti,ZXI,604000,2017,Hyderabad,Petrol,54855,Manual,1,11808
554,Volkswagen,COMFORTLINE 1.5L,488750,2017,Hyderabad,Diesel,79877,Manual,2,9555
555,Honda,1.5L I-VTEC S MT,304000,2010,Hyderabad,Petrol,79980,Manual,1,5943
556,Maruti,LXI CNG 1.0,570000,2020,Hyderabad,CNG,64584,Manual,1,11144
557,Renault,RXT 1.0,302000,2017,Hyderabad,Petrol,65192,Manual,1,5904
558,Maruti,VXI,304000,2011,Hyderabad,Petrol,45783,Manual,1,5943
559,Renault,85 PS RXL DIESEL,398000,2012,Hyderabad,Diesel,67879,Manual,1,7781
560,Hyundai,GL,178000,2010,Hyderabad,Petrol,81753,Manual,1,3480
561,Maruti,LXI CNG,299000,2012,Hyderabad,CNG,74435,Manual,1,5846
562,Renault,RXT 0.8 (O),298000,2016,Hyderabad,Petrol,42203,Manual,2,5826
563,Maruti,ZXI,660000,2018,Hyderabad,Petrol,33444,Manual,1,12903
564,Maruti,LXI,178000,2010,Hyderabad,Petrol,55024,Manual,1,3480
565,Hyundai,ASTA 1.2,397000,2013,Hyderabad,Petrol,74743,Manual,2,7761
566,Hyundai,SPORTZ PLUS 1.2,673000,2020,Hyderabad,Petrol,59999,Manual,1,13157
567,Maruti,VDI,407000,2012,Hyderabad,Diesel,99334,Manual,1,7957
568,Maruti,ZXI PLUS,585000,2017,Hyderabad,Petrol,90013,Manual,2,11437
569,Honda,1.2L I-VTEC S,622000,2019,Hyderabad,Petrol,37566,Manual,2,12160
570,Maruti,ALPHA AT,1179000,2021,Hyderabad,Petrol,44462,Automatic,2,22441
571,Hyundai,MAGNA +,274000,2017,Hyderabad,Petrol,43698,Manual,1,5357
572,Mahindra,T8,706000,2017,Hyderabad,Diesel,30866,Manual,2,13802
573,Maruti,VDI,435000,2013,Hyderabad,Diesel,99860,Manual,1,8504
574,Maruti,LXI,590000,2021,Hyderabad,Petrol,118937,Manual,1,11535
575,Hyundai,FLUIDIC 4S 1.6 VTVT S(O),564000,2015,Hyderabad,Petrol,105210,Manual,1,11026
576,Datsun,T(O) 1.0 AMT,322000,2018,Hyderabad,Petrol,16178,Automatic,1,6295
577,Hyundai,SX 1.0 TURBO,925000,2021,Hyderabad,Petrol,44700,Manual,1,17607
578,Maruti,VDI,414000,2013,Hyderabad,Diesel,85507,Manual,2,8094
579,Maruti,ZXI PLUS,851000,2020,Hyderabad,Petrol,49498,Manual,1,16198
